"StateFIPS","State","ZCTA","ZIP Code Tabulation Areas","Year","Value","Data Comment",
"36","New York","3611730","New York - 3611730 - ZCTA","2024","0.0731","",
"36","New York","3611731","New York - 3611731 - ZCTA","2024","0.0359","",
"36","New York","3611732","New York - 3611732 - ZCTA","2024","0.0728","",
"36","New York","3611733","New York - 3611733 - ZCTA","2024","0.0670","",
"36","New York","3611735","New York - 3611735 - ZCTA","2024","0.2811","",
"36","New York","3611738","New York - 3611738 - ZCTA","2024","0.2051","",
"36","New York","3611739","New York - 3611739 - ZCTA","2024","0.1116","",
"36","New York","3611740","New York - 3611740 - ZCTA","2024","0.0472","",
"36","New York","3611741","New York - 3611741 - ZCTA","2024","0.2440","",
"36","New York","3611742","New York - 3611742 - ZCTA","2024","0.1937","",
"36","New York","3611743","New York - 3611743 - ZCTA","2024","0.0889","",
"36","New York","3611746","New York - 3611746 - ZCTA","2024","0.1347","",
"36","New York","3611747","New York - 3611747 - ZCTA","2024","0.0509","",
"36","New York","3611749","New York - 3611749 - ZCTA","2024","0.1603","",
"36","New York","3611751","New York - 3611751 - ZCTA","2024","0.1045","",
"36","New York","3611752","New York - 3611752 - ZCTA","2024","0.1608","",
"36","New York","3611753","New York - 3611753 - ZCTA","2024","0.1093","",
"36","New York","3611754","New York - 3611754 - ZCTA","2024","0.1218","",
"36","New York","3611755","New York - 3611755 - ZCTA","2024","0.2131","",
"36","New York","3611756","New York - 3611756 - ZCTA","2024","0.0883","",
"36","New York","3611757","New York - 3611757 - ZCTA","2024","0.1683","",
"36","New York","3611758","New York - 3611758 - ZCTA","2024","0.0687","",
"36","New York","3611762","New York - 3611762 - ZCTA","2024","0.0558","",
"36","New York","3611763","New York - 3611763 - ZCTA","2024","0.4220","",
"36","New York","3611764","New York - 3611764 - ZCTA","2024","0.1552","",
"36","New York","3611765","New York - 3611765 - ZCTA","2024","0.0035","",
"36","New York","3611766","New York - 3611766 - ZCTA","2024","0.2135","",
"36","New York","3611767","New York - 3611767 - ZCTA","2024","0.0627","",
"36","New York","3611768","New York - 3611768 - ZCTA","2024","0.1629","",
"36","New York","3611769","New York - 3611769 - ZCTA","2024","0.1749","",
"36","New York","3611770","New York - 3611770 - ZCTA","2024","0.5175","",
"36","New York","3611771","New York - 3611771 - ZCTA","2024","0.1726","",
"36","New York","3611772","New York - 3611772 - ZCTA","2024","0.5992","",
"36","New York","3611776","New York - 3611776 - ZCTA","2024","0.3094","",
"36","New York","3611777","New York - 3611777 - ZCTA","2024","0.2577","",
"36","New York","3611778","New York - 3611778 - ZCTA","2024","0.2486","",
"36","New York","3611779","New York - 3611779 - ZCTA","2024","0.3111","",
"36","New York","3611780","New York - 3611780 - ZCTA","2024","0.0523","",
"36","New York","3611782","New York - 3611782 - ZCTA","2024","0.2811","",
"36","New York","3611783","New York - 3611783 - ZCTA","2024","0.1655","",
"36","New York","3611784","New York - 3611784 - ZCTA","2024","0.1649","",
"36","New York","3611786","New York - 3611786 - ZCTA","2024","0.0582","",
"36","New York","3611787","New York - 3611787 - ZCTA","2024","0.1310","",
"36","New York","3611788","New York - 3611788 - ZCTA","2024","0.1848","",
"36","New York","3611789","New York - 3611789 - ZCTA","2024","0.1777","",
"36","New York","3611790","New York - 3611790 - ZCTA","2024","0.1174","",
"36","New York","3611791","New York - 3611791 - ZCTA","2024","0.0279","",
"36","New York","3611792","New York - 3611792 - ZCTA","2024","0.2517","",
"36","New York","3611793","New York - 3611793 - ZCTA","2024","0.2356","",
"36","New York","3611794","New York - 3611794 - ZCTA","2024","0.2091","",
"36","New York","3611795","New York - 3611795 - ZCTA","2024","0.1119","",
"36","New York","3611796","New York - 3611796 - ZCTA","2024","0.2155","",
"36","New York","3611797","New York - 3611797 - ZCTA","2024","0.0466","",
"36","New York","3611798","New York - 3611798 - ZCTA","2024","0.6398","",
"36","New York","3611801","New York - 3611801 - ZCTA","2024","0.2526","",
"36","New York","3611803","New York - 3611803 - ZCTA","2024","0.1569","",
"36","New York","3611804","New York - 3611804 - ZCTA","2024","0.2095","",
"36","New York","3611901","New York - 3611901 - ZCTA","2024","0.8625","",
"36","New York","3611930","New York - 3611930 - ZCTA","2024","0.7354","",
"36","New York","3611931","New York - 3611931 - ZCTA","2024","0.0404","",
"36","New York","3611932","New York - 3611932 - ZCTA","2024","0.5770","",
"36","New York","3611933","New York - 3611933 - ZCTA","2024","0.8277","",
"36","New York","3611934","New York - 3611934 - ZCTA","2024","0.2484","",
"36","New York","3611935","New York - 3611935 - ZCTA","2024","0.1689","",
"36","New York","3611937","New York - 3611937 - ZCTA","2024","0.5674","",
"36","New York","3611939","New York - 3611939 - ZCTA","2024","0.1814","",
"36","New York","3611940","New York - 3611940 - ZCTA","2024","0.1055","",
"36","New York","3611941","New York - 3611941 - ZCTA","2024","0.4082","",
"36","New York","3611942","New York - 3611942 - ZCTA","2024","0.3272","",
"36","New York","3611944","New York - 3611944 - ZCTA","2024","0.9015","",
"36","New York","3611946","New York - 3611946 - ZCTA","2024","0.6286","",
"36","New York","3611947","New York - 3611947 - ZCTA","2024","0.1480","",
"36","New York","3611948","New York - 3611948 - ZCTA","2024","0.0082","",
"36","New York","3611949","New York - 3611949 - ZCTA","2024","0.2826","",
"36","New York","3611950","New York - 3611950 - ZCTA","2024","0.5032","",
"36","New York","3611951","New York - 3611951 - ZCTA","2024","0.6960","",
"36","New York","3611952","New York - 3611952 - ZCTA","2024","0.1927","",
"36","New York","3611953","New York - 3611953 - ZCTA","2024","0.5803","",
"36","New York","3611954","New York - 3611954 - ZCTA","2024","0.4711","",
"36","New York","3611955","New York - 3611955 - ZCTA","2024","0.5863","",
"36","New York","3611956","New York - 3611956 - ZCTA","2024","0.4546","",
"36","New York","3611957","New York - 3611957 - ZCTA","2024","0.3632","",
"36","New York","3611958","New York - 3611958 - ZCTA","2024","0.6141","",
"36","New York","3611959","New York - 3611959 - ZCTA","2024","0.3283","",
"36","New York","3611960","New York - 3611960 - ZCTA","2024","0.2240","",
"36","New York","3611961","New York - 3611961 - ZCTA","2024","0.7119","",
"36","New York","3611962","New York - 3611962 - ZCTA","2024","0.1561","",
"36","New York","3611963","New York - 3611963 - ZCTA","2024","0.4172","",
"36","New York","3611964","New York - 3611964 - ZCTA","2024","0.3652","",
"36","New York","3611965","New York - 3611965 - ZCTA","2024","0.1139","",
"36","New York","3611967","New York - 3611967 - ZCTA","2024","0.6225","",
"36","New York","3611968","New York - 3611968 - ZCTA","2024","0.4606","",
"36","New York","3611970","New York - 3611970 - ZCTA","2024","0.3352","",
"36","New York","3611971","New York - 3611971 - ZCTA","2024","0.6688","",
"36","New York","3611972","New York - 3611972 - ZCTA","2024","0.3017","",
"36","New York","3611975","New York - 3611975 - ZCTA","2024","0.2728","",
"36","New York","3611976","New York - 3611976 - ZCTA","2024","0.3882","",
"36","New York","3611977","New York - 3611977 - ZCTA","2024","0.4066","",
"36","New York","3611978","New York - 3611978 - ZCTA","2024","0.5904","",
"36","New York","3611980","New York - 3611980 - ZCTA","2024","0.4770","",
"36","New York","3612007","New York - 3612007 - ZCTA","2024","0.0709","",
"36","New York","3612008","New York - 3612008 - ZCTA","2024","0.0502","",
"36","New York","3612009","New York - 3612009 - ZCTA","2024","0.1916","",
"36","New York","3612010","New York - 3612010 - ZCTA","2024","0.8374","",
"36","New York","3612015","New York - 3612015 - ZCTA","2024","0.5439","",
"36","New York","3612017","New York - 3612017 - ZCTA","2024","0.0301","",
"36","New York","3612018","New York - 3612018 - ZCTA","2024","0.2065","",
"36","New York","3612019","New York - 3612019 - ZCTA","2024","0.0681","",
"36","New York","3612020","New York - 3612020 - ZCTA","2024","0.2484","",
"36","New York","3612022","New York - 3612022 - ZCTA","2024","0.3517","",
"36","New York","3612023","New York - 3612023 - ZCTA","2024","0.1877","",
"36","New York","3612025","New York - 3612025 - ZCTA","2024","0.4454","",
"36","New York","3612027","New York - 3612027 - ZCTA","2024","0.0294","",
"36","New York","3612028","New York - 3612028 - ZCTA","2024","0.2682","",
"36","New York","3612029","New York - 3612029 - ZCTA","2024","0.0839","",
"36","New York","3612031","New York - 3612031 - ZCTA","2024","0.6440","",
"36","New York","3612032","New York - 3612032 - ZCTA","2024","0.1545","",
"36","New York","3612033","New York - 3612033 - ZCTA","2024","0.1236","",
"36","New York","3612035","New York - 3612035 - ZCTA","2024","0.4746","",
"36","New York","3612036","New York - 3612036 - ZCTA","2024","0.3983","",
"36","New York","3612037","New York - 3612037 - ZCTA","2024","0.3453","",
"36","New York","3612040","New York - 3612040 - ZCTA","2024","0.5252","",
"36","New York","3612041","New York - 3612041 - ZCTA","2024","0.0322","",
"36","New York","3612042","New York - 3612042 - ZCTA","2024","0.1668","",
"36","New York","3612043","New York - 3612043 - ZCTA","2024","0.4994","",
"36","New York","3612045","New York - 3612045 - ZCTA","2024","0.2014","",
"36","New York","3612046","New York - 3612046 - ZCTA","2024","0.1258","",
"36","New York","3612047","New York - 3612047 - ZCTA","2024","0.7989","",
"36","New York","3612051","New York - 3612051 - ZCTA","2024","0.6859","",
"36","New York","3612052","New York - 3612052 - ZCTA","2024","0.5245","",
"36","New York","3612053","New York - 3612053 - ZCTA","2024","0.2607","",
"36","New York","3612054","New York - 3612054 - ZCTA","2024","0.0621","",
"36","New York","3612056","New York - 3612056 - ZCTA","2024","0.1540","",
"36","New York","3612057","New York - 3612057 - ZCTA","2024","0.1823","",
"36","New York","3612058","New York - 3612058 - ZCTA","2024","0.2192","",
"36","New York","3612059","New York - 3612059 - ZCTA","2024","0.0978","",
"36","New York","3612060","New York - 3612060 - ZCTA","2024","0.0686","",
"36","New York","3612061","New York - 3612061 - ZCTA","2024","0.0995","",
"36","New York","3612062","New York - 3612062 - ZCTA","2024","0.3754","",
"36","New York","3612063","New York - 3612063 - ZCTA","2024","0.0739","",
"36","New York","3612064","New York - 3612064 - ZCTA","2024","0.2282","",
"36","New York","3612065","New York - 3612065 - ZCTA","2024","0.3067","",
"36","New York","3612066","New York - 3612066 - ZCTA","2024","0.1486","",
"36","New York","3612067","New York - 3612067 - ZCTA","2024","0.0650","",
"36","New York","3612068","New York - 3612068 - ZCTA","2024","0.3457","",
"36","New York","3612069","New York - 3612069 - ZCTA","2024","0.4055","",
"36","New York","3612070","New York - 3612070 - ZCTA","2024","0.3321","",
"36","New York","3612071","New York - 3612071 - ZCTA","2024","0.5416","",
"36","New York","3612072","New York - 3612072 - ZCTA","2024","0.7617","",
"36","New York","3612074","New York - 3612074 - ZCTA","2024","0.1413","",
"36","New York","3612075","New York - 3612075 - ZCTA","2024","0.4896","",
"36","New York","3612076","New York - 3612076 - ZCTA","2024","0.5392","",
"36","New York","3612077","New York - 3612077 - ZCTA","2024","0.0475","",
"36","New York","3612078","New York - 3612078 - ZCTA","2024","0.8132","",
"36","New York","3612083","New York - 3612083 - ZCTA","2024","0.1078","",
"36","New York","3612084","New York - 3612084 - ZCTA","2024","0.0641","",
"36","New York","3612085","New York - 3612085 - ZCTA","2024","0.2139","",
"36","New York","3612086","New York - 3612086 - ZCTA","2024","0.1014","",
"36","New York","3612087","New York - 3612087 - ZCTA","2024","0.0190","",
"36","New York","3612089","New York - 3612089 - ZCTA","2024","0.6787","",
"36","New York","3612090","New York - 3612090 - ZCTA","2024","0.6606","",
"36","New York","3612092","New York - 3612092 - ZCTA","2024","0.6291","",
"36","New York","3612093","New York - 3612093 - ZCTA","2024","0.3900","",
"36","New York","3612094","New York - 3612094 - ZCTA","2024","0.5592","",
"36","New York","3612095","New York - 3612095 - ZCTA","2024","0.4101","",
"36","New York","3612106","New York - 3612106 - ZCTA","2024","0.1369","",
"36","New York","3612108","New York - 3612108 - ZCTA","2024","0.4027","",
"36","New York","3612110","New York - 3612110 - ZCTA","2024","0.4336","",
"36","New York","3612115","New York - 3612115 - ZCTA","2024","0.0193","",
"36","New York","3612116","New York - 3612116 - ZCTA","2024","0.7207","",
"36","New York","3612117","New York - 3612117 - ZCTA","2024","0.3109","",
"36","New York","3612118","New York - 3612118 - ZCTA","2024","0.6522","",
"36","New York","3612120","New York - 3612120 - ZCTA","2024","0.1800","",
"36","New York","3612121","New York - 3612121 - ZCTA","2024","0.1649","",
"36","New York","3612122","New York - 3612122 - ZCTA","2024","0.3317","",
"36","New York","3612123","New York - 3612123 - ZCTA","2024","0.0633","",
"36","New York","3612124","New York - 3612124 - ZCTA","2024","0.0615","",
"36","New York","3612125","New York - 3612125 - ZCTA","2024","0.5803","",
"36","New York","3612130","New York - 3612130 - ZCTA","2024","0.3665","",
"36","New York","3612131","New York - 3612131 - ZCTA","2024","0.2795","",
"36","New York","3612132","New York - 3612132 - ZCTA","2024","0.0592","",
"36","New York","3612134","New York - 3612134 - ZCTA","2024","0.5143","",
"36","New York","3612136","New York - 3612136 - ZCTA","2024","0.0456","",
"36","New York","3612137","New York - 3612137 - ZCTA","2024","0.1255","",
"36","New York","3612138","New York - 3612138 - ZCTA","2024","0.6845","",
"36","New York","3612139","New York - 3612139 - ZCTA","2024","0.1507","",
"36","New York","3612140","New York - 3612140 - ZCTA","2024","0.1968","",
"36","New York","3612143","New York - 3612143 - ZCTA","2024","0.2728","",
"36","New York","3612144","New York - 3612144 - ZCTA","2024","0.6138","",
"36","New York","3612147","New York - 3612147 - ZCTA","2024","0.0868","",
"36","New York","3612148","New York - 3612148 - ZCTA","2024","0.0950","",
"36","New York","3612149","New York - 3612149 - ZCTA","2024","0.2577","",
"36","New York","3612150","New York - 3612150 - ZCTA","2024","0.2383","",
"36","New York","3612151","New York - 3612151 - ZCTA","2024","0.1102","",
"36","New York","3612153","New York - 3612153 - ZCTA","2024","0.0865","",
"36","New York","3612154","New York - 3612154 - ZCTA","2024","0.1583","",
"36","New York","3612155","New York - 3612155 - ZCTA","2024","0.3939","",
"36","New York","3612156","New York - 3612156 - ZCTA","2024","0.0241","",
"36","New York","3612157","New York - 3612157 - ZCTA","2024","0.2736","",
"36","New York","3612158","New York - 3612158 - ZCTA","2024","0.2335","",
"36","New York","3612159","New York - 3612159 - ZCTA","2024","0.1314","",
"36","New York","3612160","New York - 3612160 - ZCTA","2024","0.2540","",
"36","New York","3612161","New York - 3612161 - ZCTA","2024","0.0017","",
"36","New York","3612164","New York - 3612164 - ZCTA","2024","0.4782","",
"36","New York","3612165","New York - 3612165 - ZCTA","2024","0.1732","",
"36","New York","3612166","New York - 3612166 - ZCTA","2024","0.6557","",
"36","New York","3612167","New York - 3612167 - ZCTA","2024","0.7005","",
"36","New York","3612168","New York - 3612168 - ZCTA","2024","0.3157","",
"36","New York","3612169","New York - 3612169 - ZCTA","2024","0.1002","",
"36","New York","3612170","New York - 3612170 - ZCTA","2024","0.3753","",
"36","New York","3612172","New York - 3612172 - ZCTA","2024","0.1736","",
"36","New York","3612173","New York - 3612173 - ZCTA","2024","0.2481","",
"36","New York","3612174","New York - 3612174 - ZCTA","2024","0.0616","",
"36","New York","3612175","New York - 3612175 - ZCTA","2024","0.0761","",
"36","New York","3612176","New York - 3612176 - ZCTA","2024","0.0521","",
"36","New York","3612177","New York - 3612177 - ZCTA","2024","0.1162","",
"36","New York","3612180","New York - 3612180 - ZCTA","2024","0.7152","",
"36","New York","3612182","New York - 3612182 - ZCTA","2024","0.8439","",
"36","New York","3612183","New York - 3612183 - ZCTA","2024","0.5837","",
"36","New York","3612184","New York - 3612184 - ZCTA","2024","0.4670","",
"36","New York","3612185","New York - 3612185 - ZCTA","2024","0.1837","",
"36","New York","3612186","New York - 3612186 - ZCTA","2024","0.0203","",
"36","New York","3612187","New York - 3612187 - ZCTA","2024","0.3039","",
"36","New York","3612188","New York - 3612188 - ZCTA","2024","0.4306","",
"36","New York","3612189","New York - 3612189 - ZCTA","2024","0.7294","",
"36","New York","3612190","New York - 3612190 - ZCTA","2024","0.4712","",
"36","New York","3612192","New York - 3612192 - ZCTA","2024","0.4248","",
"36","New York","3612193","New York - 3612193 - ZCTA","2024","0.1938","",
"36","New York","3612194","New York - 3612194 - ZCTA","2024","0.3658","",
"36","New York","3612195","New York - 3612195 - ZCTA","2024","0.4688","",
"36","New York","3612196","New York - 3612196 - ZCTA","2024","0.0344","",
"36","New York","3612197","New York - 3612197 - ZCTA","2024","0.5878","",
"36","New York","3612198","New York - 3612198 - ZCTA","2024","0.1051","",
"36","New York","3612202","New York - 3612202 - ZCTA","2024","0.9897","",
"36","New York","3612203","New York - 3612203 - ZCTA","2024","0.5894","",
"36","New York","3612204","New York - 3612204 - ZCTA","2024","0.7482","",
"36","New York","3612205","New York - 3612205 - ZCTA","2024","0.4691","",
"36","New York","3612206","New York - 3612206 - ZCTA","2024","0.9753","",
"36","New York","3612207","New York - 3612207 - ZCTA","2024","0.9973","",
"36","New York","3612208","New York - 3612208 - ZCTA","2024","0.5448","",
"36","New York","3612209","New York - 3612209 - ZCTA","2024","0.8047","",
"36","New York","3612210","New York - 3612210 - ZCTA","2024","0.8337","",
"36","New York","3612211","New York - 3612211 - ZCTA","2024","0.0337","",
"36","New York","3612222","New York - 3612222 - ZCTA","2024","0.6420","",
"36","New York","3612302","New York - 3612302 - ZCTA","2024","0.3122","",
"36","New York","3612303","New York - 3612303 - ZCTA","2024","0.5231","",
"36","New York","3612304","New York - 3612304 - ZCTA","2024","0.8023","",
"36","New York","3612305","New York - 3612305 - ZCTA","2024","0.9486","",
"36","New York","3612306","New York - 3612306 - ZCTA","2024","0.4829","",
"36","New York","3612307","New York - 3612307 - ZCTA","2024","0.9856","",
"36","New York","3612308","New York - 3612308 - ZCTA","2024","0.8716","",
"36","New York","3612309","New York - 3612309 - ZCTA","2024","0.2305","",
"36","New York","3612401","New York - 3612401 - ZCTA","2024","0.8621","",
"36","New York","3612404","New York - 3612404 - ZCTA","2024","0.6088","",
"36","New York","3612405","New York - 3612405 - ZCTA","2024","0.1080","",
"36","New York","3612406","New York - 3612406 - ZCTA","2024","0.7167","",
"36","New York","3612407","New York - 3612407 - ZCTA","2024","0.1326","",
"36","New York","3612409","New York - 3612409 - ZCTA","2024","0.0568","",
"36","New York","3612410","New York - 3612410 - ZCTA","2024","0.5874","",
"36","New York","3612411","New York - 3612411 - ZCTA","2024","0.1238","",
"36","New York","3612412","New York - 3612412 - ZCTA","2024","0.0910","",
"36","New York","3612413","New York - 3612413 - ZCTA","2024","0.7542","",
"36","New York","3612414","New York - 3612414 - ZCTA","2024","0.8867","",
"36","New York","3612416","New York - 3612416 - ZCTA","2024","0.3634","",
"36","New York","3612417","New York - 3612417 - ZCTA","2024","0.4412","",
"36","New York","3612418","New York - 3612418 - ZCTA","2024","0.2388","",
"36","New York","3612419","New York - 3612419 - ZCTA","2024","0.2675","",
"36","New York","3612420","New York - 3612420 - ZCTA","2024","0.1868","",
"36","New York","3612421","New York - 3612421 - ZCTA","2024","0.3312","",
"36","New York","3612422","New York - 3612422 - ZCTA","2024","0.4257","",
"36","New York","3612423","New York - 3612423 - ZCTA","2024","0.3846","",
"36","New York","3612424","New York - 3612424 - ZCTA","2024","0.1437","",
"36","New York","3612427","New York - 3612427 - ZCTA","2024","0.0232","",
"36","New York","3612428","New York - 3612428 - ZCTA","2024","0.9437","",
"36","New York","3612429","New York - 3612429 - ZCTA","2024","0.3226","",
"36","New York","3612430","New York - 3612430 - ZCTA","2024","0.5715","",
"36","New York","3612431","New York - 3612431 - ZCTA","2024","0.0237","",
"36","New York","3612432","New York - 3612432 - ZCTA","2024","0.2897","",
"36","New York","3612433","New York - 3612433 - ZCTA","2024","0.3254","",
"36","New York","3612434","New York - 3612434 - ZCTA","2024","0.2700","",
"36","New York","3612435","New York - 3612435 - ZCTA","2024","0.2844","",
"36","New York","3612436","New York - 3612436 - ZCTA","2024","0.4115","",
"36","New York","3612438","New York - 3612438 - ZCTA","2024","0.3452","",
"36","New York","3612439","New York - 3612439 - ZCTA","2024","0.3318","",
"36","New York","3612440","New York - 3612440 - ZCTA","2024","0.2832","",
"36","New York","3612441","New York - 3612441 - ZCTA","2024","0.1145","",
"36","New York","3612442","New York - 3612442 - ZCTA","2024","0.5641","",
"36","New York","3612443","New York - 3612443 - ZCTA","2024","0.0489","",
"36","New York","3612444","New York - 3612444 - ZCTA","2024","0.1768","",
"36","New York","3612446","New York - 3612446 - ZCTA","2024","0.6315","",
"36","New York","3612448","New York - 3612448 - ZCTA","2024","0.0307","",
"36","New York","3612449","New York - 3612449 - ZCTA","2024","0.7552","",
"36","New York","3612450","New York - 3612450 - ZCTA","2024","0.0644","",
"36","New York","3612451","New York - 3612451 - ZCTA","2024","0.1741","",
"36","New York","3612452","New York - 3612452 - ZCTA","2024","0.2749","",
"36","New York","3612453","New York - 3612453 - ZCTA","2024","0.5823","",
"36","New York","3612454","New York - 3612454 - ZCTA","2024","0.0968","",
"36","New York","3612455","New York - 3612455 - ZCTA","2024","0.8417","",
"36","New York","3612456","New York - 3612456 - ZCTA","2024","0.4225","",
"36","New York","3612457","New York - 3612457 - ZCTA","2024","0.3256","",
"36","New York","3612458","New York - 3612458 - ZCTA","2024","0.6730","",
"36","New York","3612459","New York - 3612459 - ZCTA","2024","0.3293","",
"36","New York","3612460","New York - 3612460 - ZCTA","2024","0.6968","",
"36","New York","3612461","New York - 3612461 - ZCTA","2024","0.2862","",
"36","New York","3612463","New York - 3612463 - ZCTA","2024","0.2193","",
"36","New York","3612464","New York - 3612464 - ZCTA","2024","0.4270","",
"36","New York","3612465","New York - 3612465 - ZCTA","2024","0.5612","",
"36","New York","3612466","New York - 3612466 - ZCTA","2024","0.5258","",
"36","New York","3612468","New York - 3612468 - ZCTA","2024","0.3494","",
"36","New York","3612469","New York - 3612469 - ZCTA","2024","0.2337","",
"36","New York","3612470","New York - 3612470 - ZCTA","2024","0.1261","",
"36","New York","3612471","New York - 3612471 - ZCTA","2024","0.1756","",
"36","New York","3612472","New York - 3612472 - ZCTA","2024","0.4320","",
"36","New York","3612473","New York - 3612473 - ZCTA","2024","0.2457","",
"36","New York","3612474","New York - 3612474 - ZCTA","2024","0.5528","",
"36","New York","3612475","New York - 3612475 - ZCTA","2024","0.6460","",
"36","New York","3612477","New York - 3612477 - ZCTA","2024","0.6861","",
"36","New York","3612480","New York - 3612480 - ZCTA","2024","0.4091","",
"36","New York","3612481","New York - 3612481 - ZCTA","2024","0.3105","",
"36","New York","3612482","New York - 3612482 - ZCTA","2024","0.4160","",
"36","New York","3612483","New York - 3612483 - ZCTA","2024","0.5086","",
"36","New York","3612484","New York - 3612484 - ZCTA","2024","0.1626","",
"36","New York","3612485","New York - 3612485 - ZCTA","2024","0.0788","",
"36","New York","3612486","New York - 3612486 - ZCTA","2024","0.2254","",
"36","New York","3612487","New York - 3612487 - ZCTA","2024","0.2375","",
"36","New York","3612489","New York - 3612489 - ZCTA","2024","0.7267","",
"36","New York","3612490","New York - 3612490 - ZCTA","2024","0.0886","",
"36","New York","3612491","New York - 3612491 - ZCTA","2024","0.2478","",
"36","New York","3612492","New York - 3612492 - ZCTA","2024","0.1063","",
"36","New York","3612493","New York - 3612493 - ZCTA","2024","0.0356","",
"36","New York","3612494","New York - 3612494 - ZCTA","2024","0.0966","",
"36","New York","3612495","New York - 3612495 - ZCTA","2024","0.1065","",
"36","New York","3612496","New York - 3612496 - ZCTA","2024","0.6837","",
"36","New York","3612498","New York - 3612498 - ZCTA","2024","0.5533","",
"36","New York","3612501","New York - 3612501 - ZCTA","2024","0.9190","",
"36","New York","3612502","New York - 3612502 - ZCTA","2024","0.3520","",
"36","New York","3612503","New York - 3612503 - ZCTA","2024","0.3473","",
"36","New York","3612504","New York - 3612504 - ZCTA","2024","0.3985","",
"36","New York","3612507","New York - 3612507 - ZCTA","2024","0.2137","",
"36","New York","3612508","New York - 3612508 - ZCTA","2024","0.7473","",
"36","New York","3612512","New York - 3612512 - ZCTA","2024","0.0205","",
"36","New York","3612513","New York - 3612513 - ZCTA","2024","0.3605","",
"36","New York","3612514","New York - 3612514 - ZCTA","2024","0.2766","",
"36","New York","3612515","New York - 3612515 - ZCTA","2024","0.4294","",
"36","New York","3612516","New York - 3612516 - ZCTA","2024","0.4929","",
"36","New York","3612517","New York - 3612517 - ZCTA","2024","0.4679","",
"36","New York","3612518","New York - 3612518 - ZCTA","2024","0.3081","",
"36","New York","3612520","New York - 3612520 - ZCTA","2024","0.1318","",
"36","New York","3612521","New York - 3612521 - ZCTA","2024","0.2300","",
"36","New York","3612522","New York - 3612522 - ZCTA","2024","0.8750","",
"36","New York","3612523","New York - 3612523 - ZCTA","2024","0.3527","",
"36","New York","3612524","New York - 3612524 - ZCTA","2024","0.4183","",
"36","New York","3612525","New York - 3612525 - ZCTA","2024","0.1462","",
"36","New York","3612526","New York - 3612526 - ZCTA","2024","0.3140","",
"36","New York","3612527","New York - 3612527 - ZCTA","2024","0.5276","",
"36","New York","3612528","New York - 3612528 - ZCTA","2024","0.7129","",
"36","New York","3612529","New York - 3612529 - ZCTA","2024","0.3283","",
"36","New York","3612530","New York - 3612530 - ZCTA","2024","0.0810","",
"36","New York","3612531","New York - 3612531 - ZCTA","2024","0.2419","",
"36","New York","3612533","New York - 3612533 - ZCTA","2024","0.1925","",
"36","New York","3612534","New York - 3612534 - ZCTA","2024","0.8893","",
"36","New York","3612538","New York - 3612538 - ZCTA","2024","0.7510","",
"36","New York","3612540","New York - 3612540 - ZCTA","2024","0.1265","",
"36","New York","3612542","New York - 3612542 - ZCTA","2024","0.3828","",
"36","New York","3612543","New York - 3612543 - ZCTA","2024","0.2436","",
"36","New York","3612545","New York - 3612545 - ZCTA","2024","0.5957","",
"36","New York","3612546","New York - 3612546 - ZCTA","2024","0.7148","",
"36","New York","3612547","New York - 3612547 - ZCTA","2024","0.3399","",
"36","New York","3612548","New York - 3612548 - ZCTA","2024","0.2486","",
"36","New York","3612549","New York - 3612549 - ZCTA","2024","0.3278","",
"36","New York","3612550","New York - 3612550 - ZCTA","2024","0.8343","",
"36","New York","3612553","New York - 3612553 - ZCTA","2024","0.6483","",
"36","New York","3612561","New York - 3612561 - ZCTA","2024","0.6890","",
"36","New York","3612563","New York - 3612563 - ZCTA","2024","0.2265","",
"36","New York","3612564","New York - 3612564 - ZCTA","2024","0.4608","",
"36","New York","3612565","New York - 3612565 - ZCTA","2024","0.7671","",
"36","New York","3612566","New York - 3612566 - ZCTA","2024","0.3276","",
"36","New York","3612567","New York - 3612567 - ZCTA","2024","0.6695","",
"36","New York","3612569","New York - 3612569 - ZCTA","2024","0.6085","",
"36","New York","3612570","New York - 3612570 - ZCTA","2024","0.1467","",
"36","New York","3612571","New York - 3612571 - ZCTA","2024","0.4926","",
"36","New York","3612572","New York - 3612572 - ZCTA","2024","0.5413","",
"36","New York","3612574","New York - 3612574 - ZCTA","2024","0.0216","",
"36","New York","3612575","New York - 3612575 - ZCTA","2024","0.0702","",
"36","New York","3612577","New York - 3612577 - ZCTA","2024","0.0155","",
"36","New York","3612578","New York - 3612578 - ZCTA","2024","0.2447","",
"36","New York","3612580","New York - 3612580 - ZCTA","2024","0.6605","",
"36","New York","3612581","New York - 3612581 - ZCTA","2024","0.4249","",
"36","New York","3612582","New York - 3612582 - ZCTA","2024","0.0801","",
"36","New York","3612583","New York - 3612583 - ZCTA","2024","0.5379","",
"36","New York","3612585","New York - 3612585 - ZCTA","2024","0.1438","",
"36","New York","3612586","New York - 3612586 - ZCTA","2024","0.4536","",
"36","New York","3612589","New York - 3612589 - ZCTA","2024","0.2699","",
"36","New York","3612590","New York - 3612590 - ZCTA","2024","0.4087","",
"36","New York","3612592","New York - 3612592 - ZCTA","2024","0.6733","",
"36","New York","3612594","New York - 3612594 - ZCTA","2024","0.6527","",
"36","New York","3612601","New York - 3612601 - ZCTA","2024","0.9387","",
"36","New York","3612603","New York - 3612603 - ZCTA","2024","0.5454","",
