date,temperature_2m_mean,temperature_2m_max,temperature_2m_min,apparent_temperature_mean,apparent_temperature_max,apparent_temperature_min
2024-10-09 04:00:00+00:00,58.534245,68.0405,48.1505,53.43207,61.048134,44.78459
2024-10-10 04:00:00+00:00,53.79425,64.0805,45.4505,46.249744,54.98867,39.534203
2024-10-11 04:00:00+00:00,55.976757,69.6605,43.2005,50.049686,62.36289,38.853985
2024-10-12 04:00:00+00:00,63.1055,73.2605,53.7305,56.962994,66.64046,48.44969
2024-10-13 04:00:00+00:00,61.699245,74.070496,49.1405,58.466145,72.85893,44.361584
2024-10-14 04:00:00+00:00,56.05925,66.6905,46.9805,49.987484,63.3581,38.39916
2024-10-15 04:00:00+00:00,49.256756,58.0505,41.3105,42.003532,49.50589,34.955105
2024-10-16 04:00:00+00:00,49.395493,59.4905,41.3105,41.50198,50.63537,34.69564
2024-10-17 04:00:00+00:00,48.555508,59.0405,38.0705,41.380154,51.487827,32.681145
2024-10-18 04:00:00+00:00,53.539257,66.6905,43.8305,46.224064,57.74456,36.388165
2024-10-19 04:00:00+00:00,55.264248,70.4705,44.280502,51.07104,67.79675,39.147144
2024-10-20 04:00:00+00:00,57.38676,75.8705,42.030502,53.10205,70.43378,36.797634
2024-10-21 04:00:00+00:00,62.85049,81.63049,45.5405,58.774036,76.81086,41.247456
2024-10-22 04:00:00+00:00,65.588005,81.5405,54.5405,63.849102,80.26772,52.514816
2024-10-23 04:00:00+00:00,63.450504,77.2205,51.3005,60.88956,74.62983,48.36744
2024-10-24 04:00:00+00:00,60.938004,68.9405,52.5605,55.16713,61.273914,45.811768
2024-10-25 04:00:00+00:00,53.059254,64.2605,43.2005,46.99538,57.422466,37.836605
2024-10-26 04:00:00+00:00,55.942997,64.530495,48.8705,48.651535,54.731354,44.06022
2024-10-27 04:00:00+00:00,49.005497,58.320503,40.2305,41.999725,49.96949,35.022526
2024-10-28 04:00:00+00:00,48.349247,60.840496,36.8105,42.860844,54.995056,31.490616
2024-10-29 04:00:00+00:00,54.641743,63.180496,42.4805,51.17616,58.72003,38.912716
2024-10-30 04:00:00+00:00,62.715496,78.210495,51.4805,60.897156,75.21098,49.764874
2024-10-31 04:00:00+00:00,67.421745,82.3505,53.1905,65.07735,78.45137,51.822437
2024-11-01 04:00:00+00:00,69.518,79.5605,58.6805,63.835693,71.5667,52.233734
2024-11-02 04:00:00+00:00,53.55425,60.3005,46.530502,46.47522,53.037956,39.23407
2024-11-03 04:00:00+00:00,45.135498,55.4405,38.2505,37.62982,47.491222,30.674774
2024-11-04 04:00:00+00:00,47.978,57.4205,37.8005,42.363316,50.87851,31.78438
2024-11-05 04:00:00+00:00,59.7455,72.1805,47.3405,56.91305,68.44167,44.32978
2024-11-06 04:00:00+00:00,69.173004,80.1005,61.110497,66.70511,76.95213,57.66072
2024-11-07 04:00:00+00:00,64.14425,73.0805,54.0905,61.121464,67.35834,48.255104
2024-11-08 04:00:00+00:00,55.90175,68.6705,43.650497,49.072704,58.228218,39.52984
2024-11-09 04:00:00+00:00,47.31425,54.9905,39.6905,38.579044,45.90061,31.941936
2024-11-10 04:00:00+00:00,47.374252,57.600502,35.7305,41.227535,50.975185,30.400852
2024-11-11 04:00:00+00:00,60.082996,69.4805,51.3005,55.1751,62.4271,47.346302
2024-11-12 04:00:00+00:00,49.039257,53.3705,41.6705,39.964848,46.590706,32.872856
2024-11-13 04:00:00+00:00,40.8305,48.0605,34.1105,33.004604,40.528225,26.52356
2024-11-14 04:00:00+00:00,40.057995,45.6305,34.0205,33.666107,40.120087,26.102156
2024-11-15 04:00:00+00:00,46.519257,58.1405,37.0805,40.130184,51.65078,30.592484
2024-11-16 04:00:00+00:00,50.708004,61.2005,42.8405,42.466766,52.274223,35.092354
2024-11-17 04:00:00+00:00,51.98675,63.990498,43.2905,45.33227,57.529396,36.423203
2024-11-18 04:00:00+00:00,54.022995,63.810497,45.2705,48.134586,57.766678,39.240543
2024-11-19 04:00:00+00:00,51.07925,58.1405,42.3005,45.740356,52.63625,37.9384
2024-11-20 04:00:00+00:00,52.793003,60.2105,44.6405,48.71274,55.80086,40.5
2024-11-21 04:00:00+00:00,47.066753,53.5505,39.1505,42.241966,49.013588,32.452778
2024-11-22 04:00:00+00:00,37.916748,40.5005,35.3705,30.09102,32.285614,27.14903
2024-11-23 04:00:00+00:00,41.846752,47.5205,36.0905,34.347515,38.927795,28.78876
2024-11-24 04:00:00+00:00,46.140503,51.2105,41.4905,38.7093,43.149914,34.382347
2024-11-25 04:00:00+00:00,43.706745,51.030502,35.5505,38.5958,46.211704,30.420544
2024-11-26 04:00:00+00:00,50.917995,58.320503,43.4705,47.172535,54.652164,38.1804
2024-11-27 04:00:00+00:00,42.285503,50.1305,35.7305,36.837727,43.838573,30.3466
2024-11-28 04:00:00+00:00,43.897995,52.6505,40.5005,38.44065,49.39569,32.6016
2024-11-29 04:00:00+00:00,38.5805,45.6305,33.5705,31.638746,37.551113,25.90755
2024-11-30 04:00:00+00:00,32.258003,37.8905,27.7205,23.997046,28.025747,19.75435
2024-12-01 04:00:00+00:00,29.715498,36.4505,24.9305,21.497026,25.900078,17.684895
2024-12-02 04:00:00+00:00,30.788004,38.7005,25.9205,23.771658,30.64138,19.23178
2024-12-03 04:00:00+00:00,33.113003,40.8605,27.5405,26.041628,32.770847,21.027039
2024-12-04 04:00:00+00:00,31.988,38.5205,25.650501,24.617617,29.768116,19.284876
2024-12-05 04:00:00+00:00,35.685497,39.8705,31.4105,26.14895,31.17849,20.502316
2024-12-06 04:00:00+00:00,29.67425,31.8605,27.4505,20.324549,21.920786,18.897429
2024-12-07 04:00:00+00:00,32.708004,39.9605,26.7305,24.440496,31.293484,18.083258
2024-12-08 04:00:00+00:00,41.75675,52.0205,34.2005,33.850887,43.35433,25.535633
2024-12-09 04:00:00+00:00,41.51301,50.4005,33.4805,37.37827,46.04117,28.354216
2024-12-10 04:00:00+00:00,46.20425,51.4805,41.9405,42.979187,48.64283,38.690697
2024-12-11 04:00:00+00:00,54.896748,60.570503,42.210503,51.70909,58.209873,33.456158
2024-12-12 04:00:00+00:00,34.459248,40.8605,27.900501,24.722296,31.94414,19.75876
2024-12-13 04:00:00+00:00,27.33425,32.0405,24.4805,19.696373,23.34301,17.446653
2024-12-14 04:00:00+00:00,26.723,32.6705,21.6005,19.839315,25.56096,14.553442
2024-12-15 04:00:00+00:00,29.43425,37.0805,22.6805,22.539324,30.758396,15.44964
2024-12-16 04:00:00+00:00,41.445496,48.6905,34.5605,36.78299,45.071217,28.466827
2024-12-17 04:00:00+00:00,50.992996,58.0505,45.0005,46.79491,55.019493,39.476357
2024-12-18 04:00:00+00:00,42.9005,49.5005,34.2005,38.68126,45.4866,29.952778
2024-12-19 04:00:00+00:00,39.593,43.7405,33.0305,32.88477,39.976414,26.981638
2024-12-20 04:00:00+00:00,33.19925,36.0905,30.2405,26.085188,28.96518,22.819073
2024-12-21 04:00:00+00:00,26.828003,32.2205,19.7105,17.986565,25.67731,9.856741
2024-12-22 04:00:00+00:00,15.2105,19.080502,9.810499,6.2825985,9.227089,1.7632942
2024-12-23 04:00:00+00:00,13.208,24.3905,4.8604984,5.685081,16.276363,-2.856411
2024-12-24 04:00:00+00:00,28.553,34.2005,24.300499,21.874254,28.971794,16.986568
2024-12-25 04:00:00+00:00,26.393,31.8605,20.2505,19.48263,24.876879,13.261642
2024-12-26 04:00:00+00:00,22.6355,31.1405,16.9205,15.409806,24.776915,8.870735
2024-12-27 04:00:00+00:00,24.68675,35.1905,14.6705,18.447186,29.63488,7.6750298
2024-12-28 04:00:00+00:00,38.801754,44.6405,34.8305,34.839832,41.194828,29.729479
2024-12-29 04:00:00+00:00,48.784245,60.570503,39.5105,45.53278,60.06903,35.955334
2024-12-30 04:00:00+00:00,52.193005,54.9905,45.5405,46.863342,50.975777,39.08985
2024-12-31 04:00:00+00:00,42.79925,49.0505,34.2005,37.75172,44.032417,29.626192
